sensor_id,datetime,pm25
6530219,2023-07-15 17:45:00+05:45,14.52916669845581
6530219,2023-07-15 18:45:00+05:45,15.391666650772097
6530219,2023-07-15 19:45:00+05:45,32.52083365122477
6530219,2023-07-15 20:45:00+05:45,21.604166348775227
6530219,2023-07-15 21:45:00+05:45,26.925000031789143
6530219,2023-07-16 01:45:00+05:45,33.75416692097982
6530219,2023-07-16 03:45:00+05:45,29.825000127156574
6530219,2023-07-16 04:45:00+05:45,36.4291664759318
6530219,2023-07-16 09:45:00+05:45,28.56666660308838
6530219,2023-07-16 12:45:00+05:45,23.054166475931805
6530219,2023-07-16 13:45:00+05:45,23.8791667620341
6530219,2023-07-16 15:45:00+05:45,20.050000031789143
6530219,2023-07-16 16:45:00+05:45,15.22083338101705
6530219,2023-07-16 17:45:00+05:45,17.020833412806194
6530219,2023-07-16 18:45:00+05:45,19.766666730244953
6530219,2023-07-16 19:45:00+05:45,28.333333651224773
6530219,2023-07-16 20:45:00+05:45,26.183333079020183
6530219,2023-07-16 21:45:00+05:45,24.29583311080933
6530219,2023-07-16 22:45:00+05:45,21.49583355585734
6530219,2023-07-16 23:45:00+05:45,20.97083330154419
6530219,2023-07-17 02:45:00+05:45,12.93749984105428
6530219,2023-07-17 03:45:00+05:45,10.925000031789144
6530219,2023-07-17 08:45:00+05:45,18.50000023841858
6530219,2023-07-17 09:45:00+05:45,12.675000031789144
6530219,2023-07-17 11:45:00+05:45,12.199999968210856
6530219,2023-07-17 13:45:00+05:45,9.65833314259847
6530219,2023-07-17 14:45:00+05:45,6.799999992052714
6530219,2023-07-17 17:45:00+05:45,6.724999984105428
6530219,2023-07-17 18:45:00+05:45,8.15416677792867
6530219,2023-07-17 19:45:00+05:45,12.75416660308838
6530219,2023-07-17 20:45:00+05:45,11.516666889190674
6530219,2023-07-17 21:45:00+05:45,9.887500007947288
6530219,2023-07-17 22:45:00+05:45,15.274999936421713
6530219,2023-07-17 23:45:00+05:45,12.00000007947286
6530219,2023-07-18 01:45:00+05:45,9.266666730244957
6530219,2023-07-18 02:45:00+05:45,11.875
6530219,2023-07-18 03:45:00+05:45,11.099999825159708
6530219,2023-07-18 05:45:00+05:45,11.112499952316284
6530219,2023-07-18 06:45:00+05:45,15.354166587193808
6530219,2023-07-18 08:45:00+05:45,20.424999872843426
6530219,2023-07-18 09:45:00+05:45,26.641666730244953
6530219,2023-07-18 12:45:00+05:45,18.125
6530219,2023-07-18 13:45:00+05:45,14.295833349227903
6530219,2023-07-18 15:45:00+05:45,7.654166618982951
6530219,2023-07-18 16:45:00+05:45,4.212499936421712
6530219,2023-07-18 17:45:00+05:45,18.43333347638448
6530219,2023-07-18 18:45:00+05:45,22.21249993642171
6530219,2023-07-18 19:45:00+05:45,23.583333651224773
6530219,2023-07-18 20:45:00+05:45,23.12916644414266
6530219,2023-07-18 21:45:00+05:45,25.445833683013916
6530219,2023-07-18 22:45:00+05:45,21.02916685740153
6530219,2023-07-18 23:45:00+05:45,28.2541667620341
6530219,2023-07-19 00:45:00+05:45,26.520833174387615
6530219,2023-07-19 01:45:00+05:45,26.299999872843426
6530219,2023-07-19 02:45:00+05:45,23.03750022252401
6530219,2023-07-19 03:45:00+05:45,11.620833237965902
6530219,2023-07-19 04:45:00+05:45,10.825000047683716
6530219,2023-07-19 05:45:00+05:45,20.60000006357829
6530219,2023-07-19 06:45:00+05:45,29.875
6530219,2023-07-19 07:45:00+05:45,29.30833371480306
6530219,2023-07-19 08:45:00+05:45,25.50416644414266
6530219,2023-07-19 09:45:00+05:45,23.8791667620341
6530219,2023-07-19 10:45:00+05:45,27.87777794731988
6530219,2023-07-19 11:45:00+05:45,18.733333428700764
6530219,2023-07-19 12:45:00+05:45,13.616666714350382
6530219,2023-07-19 13:45:00+05:45,10.34166649977366
6530219,2023-07-19 14:45:00+05:45,14.7833331823349
6530219,2023-07-19 15:45:00+05:45,9.770833452542623
6530219,2023-07-19 16:45:00+05:45,8.145833452542623
6530219,2023-07-19 17:45:00+05:45,9.93750007947286
6530219,2023-07-19 18:45:00+05:45,14.75000007947286
6530219,2023-07-19 19:45:00+05:45,27.345832983652752
6530219,2023-07-19 20:45:00+05:45,34.208333810170494
6530219,2023-07-19 21:45:00+05:45,36.43333339691162
6530219,2023-07-19 22:45:00+05:45,33.875
6530219,2023-07-19 23:45:00+05:45,33.1333335240682
6530219,2023-07-20 02:45:00+05:45,31.37499968210856
6530219,2023-07-20 03:45:00+05:45,23.529167016347248
6530219,2023-07-20 04:45:00+05:45,20.84583346048991
6530219,2023-07-20 05:45:00+05:45,27.10000006357829
6530219,2023-07-20 06:45:00+05:45,36.22916650772095
6530219,2023-07-20 07:45:00+05:45,46.47500069936117
6530219,2023-07-20 08:45:00+05:45,29.479166984558105
6530219,2023-07-20 09:45:00+05:45,22.67916663487752
6530219,2023-07-20 10:45:00+05:45,23.708333333333332
6530219,2023-07-20 11:45:00+05:45,21.491666952768963
6530219,2023-07-20 12:45:00+05:45,23.016666730244953
6530219,2023-07-20 13:45:00+05:45,25.57916688919067
6530219,2023-07-20 14:45:00+05:45,23.97083330154419
6530219,2023-07-20 15:45:00+05:45,26.71666653951009
6530219,2023-07-20 16:45:00+05:45,31.03750006357829
6530219,2023-07-20 17:45:00+05:45,30.512499809265137
6530219,2023-07-20 18:45:00+05:45,37.274999936421715
6530219,2023-07-20 19:45:00+05:45,44.24583307902018
6530219,2023-07-20 20:45:00+05:45,47.604166984558105
6530219,2023-07-20 21:45:00+05:45,48.77916653951009
6530219,2023-07-20 22:45:00+05:45,48.44999980926514
6530219,2023-07-20 23:45:00+05:45,41.52916685740153
6530219,2023-07-21 00:45:00+05:45,43.60000038146973
6530219,2023-07-21 01:45:00+05:45,42.25416660308838
9235746,2024-05-16 07:45:00+05:45,43.41848477450284
9235746,2024-05-16 08:45:00+05:45,44.577500343322754
9235746,2024-05-16 09:45:00+05:45,41.76785729148171
9235746,2024-05-16 10:45:00+05:45,33.22246996561686
9235746,2024-05-16 11:45:00+05:45,34.31294493241744
9235746,2024-05-16 12:45:00+05:45,37.541805585225426
9235746,2024-05-16 13:45:00+05:45,37.124487686157224
9235746,2024-05-16 14:45:00+05:45,37.23234144846598
9235746,2024-05-16 15:45:00+05:45,38.93670654296875
9235746,2024-05-16 16:45:00+05:45,40.49530760447184
9235746,2024-05-16 17:45:00+05:45,41.47182528177897
9235746,2024-05-16 18:45:00+05:45,41.55829334259033
9235746,2024-05-16 19:45:00+05:45,46.83268425681374
9235746,2024-05-16 20:45:00+05:45,51.383484927090734
9235746,2024-05-16 21:45:00+05:45,53.6792854309082
9235746,2024-05-16 22:45:00+05:45,51.8666664759318
9235746,2024-05-16 23:45:00+05:45,46.643006324768066
9235746,2024-05-17 00:45:00+05:45,49.36815516153971
9235746,2024-05-17 01:45:00+05:45,48.18854173024496
9235746,2024-05-17 02:45:00+05:45,47.5238094329834
9235746,2024-05-17 03:45:00+05:45,58.06760883331299
9235746,2024-05-17 04:45:00+05:45,56.457539876302086
9235746,2024-05-17 05:45:00+05:45,65.40047613779704
9235746,2024-05-17 06:45:00+05:45,67.13452339172363
9235746,2024-05-17 07:45:00+05:45,76.69932619730632
9235746,2024-05-17 08:45:00+05:45,70.87777741750081
9235746,2024-05-17 09:45:00+05:45,61.32726256052653
9235746,2024-05-17 10:45:00+05:45,47.6839288075765
9235746,2024-05-17 11:45:00+05:45,45.89330291748047
9235746,2024-05-17 12:45:00+05:45,46.74712308247884
9235746,2024-05-17 13:45:00+05:45,48.271974881490074
9235746,2024-05-17 14:45:00+05:45,49.283729553222656
9235746,2024-05-17 15:45:00+05:45,51.06949392954508
9235746,2024-05-17 16:45:00+05:45,52.043055852254234
9235746,2024-05-17 17:45:00+05:45,62.831348737080894
9235746,2024-05-17 18:45:00+05:45,63.3160711924235
9235746,2024-05-17 19:45:00+05:45,73.7176187688654
9235746,2024-05-17 20:45:00+05:45,78.02976163228352
9235746,2024-05-17 21:45:00+05:45,85.80940399169921
9235746,2024-05-17 22:45:00+05:45,76.37361081441243
9235746,2024-05-17 23:45:00+05:45,77.58214314778645
9235746,2024-05-18 00:45:00+05:45,72.68055566151936
9235746,2024-05-18 01:45:00+05:45,83.9329382578532
9235746,2024-05-18 02:45:00+05:45,85.77912712097168
9235746,2024-05-18 03:45:00+05:45,80.07949744330512
9235746,2024-05-18 04:45:00+05:45,78.99795150756836
9235746,2024-05-18 05:45:00+05:45,96.34054149280897
9235746,2024-05-18 06:45:00+05:45,88.9103577931722
9235746,2024-05-18 07:45:00+05:45,93.9035711288452
9235746,2024-05-18 08:45:00+05:45,83.41714248657226
9235746,2024-05-18 09:45:00+05:45,73.8367427479137
9235746,2024-05-18 10:45:00+05:45,64.11746088663737
9235746,2024-05-18 11:45:00+05:45,68.40502548217773
9235746,2024-05-18 12:45:00+05:45,61.400432933460586
9235746,2024-05-18 13:45:00+05:45,59.720001220703125
